row_id,screen_name,tweet_text,location,lat_coord,lon_coord
373,HenryLizzie,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,London,,
374,ehatlestad,if you like the pages for minecraft anime and voltaire on facebook youre probably introverted ,"New London, Minnesota",,
375,ChristinLuvsSno,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,"Wisconsin, USA",,
376,joan32173631,to clarify the contract shows gsr kogan company being commissioned to harvest the facebook on behalf of scl elections from which cambridge analytica was created below from on how he told facebook ,Europe,,
377,lopcute,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,london,,
378,Marketplace,if you like the pages for minecraft anime and voltaire on facebook youre probably introverted ,United States,,
379,care4derby,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Derby,,
380,Scunner666,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,NE England,,
381,DemocracyValues,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,United States,,
382,RayHall64906264,the scale of facebook scandal is even larger than we thought new whistleblower blows the lead wide open ,westbury,,
383,LegoPolice,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,somewhere,,
384,Pixieblue247,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,North West ,,
385,mvanhulten,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Brussels, Belgium",,
386,Scunner666,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,NE England,,
387,Chilling_dayz,corbyn’s “facebook hate factory” in the sunday times amp hammering the electoral commission funny i think i saw this story already surfacecambridge analytica brexit 😏 good attempt by govt’s puppetmasters at deflecting the whistleblower accusations of cheating ,,,
388,fagerlund,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Copenhagen, Denmark",,
389,Lehigh389,troubling that this industry rag is not making a distinction between deleting data vs derived data models did facebook instruct stroz friedberg to audit data models or just data if models aren’t audited the risk of a whitewash job here is distressing ,,,
